Name,Email,User Name,Notes,Attachments,Attachment Summary,University,Degree,Learning Habits,Career Goals,Struggling Concepts,Meet-up Distance,Meet-up Mode,Preference Categories,University : Weight,University : Score,University : Percent,Degree : Weight,Degree : Score,Degree : Percent,Learning Habits : Weight,Learning Habits : Score,Learning Habits : Percent,Struggling Concepts : Weight,Struggling Concepts : Score,Struggling Concepts : Percent,Career Trajectories : Weight,Career Trajectories : Score,Career Trajectories : Percent,Meet-up Distance : Weight,Meet-up Distance : Score,Meet-up Distance : Percent,Meet-up Mode : Weight,Meet-up Mode : Score,Meet-up Mode : Percent,Learning Style,Compatibility Score,Score Total,Student Matches (Student A),Student Matches (Student B),Student Matches,Groups (Members),Groups (Best Matched Students (AI)),Groups,Student-Group Matches,Student-Group Matches 2
Mateo Silva,mateo.silva@email.com,mateo.silva,,,,Cornell University,Engineering,"Hands-on projects, group work",Mechanical engineer,Thermodynamics,9 miles,In Person,"Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Mode",2,90,17,3,100,19,3,100,19,2,90,17,2,90,17,1,70,13,1,70,13,Kinesthetic,,540,"Mateo Silva ↔ Mateusz Zielinski,Mateo Silva ↔ Mei Chen,Mateo Silva ↔ Nadia Benali,Mateo Silva ↔ Olivia Wilson,Mateo Silva ↔ Pedro Alvarez,Mateo Silva ↔ Samantha Evans,Mateo Silva ↔ Samuel Mensah,Mateo Silva ↔ Santiago Lopez,Mateo Silva ↔ Sibel Yilmaz,Mateo Silva ↔ Sofia Garcia,Mateo Silva ↔ Sofia Petrova,Mateo Silva ↔ Tariq Aziz,Mateo Silva ↔ Tomasz Nowak,Mateo Silva ↔ Victoria Smith,Mateo Silva ↔ Wei Zhang,Mateo Silva ↔ Yuki Tanaka","Aaliyah Mohammed ↔ Mateo Silva,Ahmed El-Sayed ↔ Mateo Silva,Ahmed Hassan ↔ Mateo Silva,Alexei Ivanov ↔ Mateo Silva,Ava Williams ↔ Mateo Silva,Aya Nakamura ↔ Mateo Silva,Dariusz Kowalski ↔ Mateo Silva,Diego Torres ↔ Mateo Silva,Emily Brown ↔ Mateo Silva,Ethan Johnson ↔ Mateo Silva,Fatima Al-Farsi ↔ Mateo Silva,Hana Kimura ↔ Mateo Silva,Helena Costa ↔ Mateo Silva,Ivan Horvat ↔ Mateo Silva,Kevin Nguyen ↔ Mateo Silva,Leah Stein ↔ Mateo Silva,Liam O'Connor ↔ Mateo Silva,Lina Svensson ↔ Mateo Silva,Linh Tran ↔ Mateo Silva,Lucas Meyer ↔ Mateo Silva,Maria Rodriguez ↔ Mateo Silva",,,,"Dariusz Kowalski ↔ Mateo Silva,Mateo Silva ↔ Olivia Wilson,Ethan Johnson ↔ Mateo Silva,Mateo Silva ↔ Tomasz Nowak,Fatima Al-Farsi ↔ Mateo Silva,Mateo Silva ↔ Tariq Aziz,Helena Costa ↔ Mateo Silva,Leah Stein ↔ Mateo Silva,Mateo Silva ↔ Sofia Garcia,Liam O'Connor ↔ Mateo Silva,Alexei Ivanov ↔ Mateo Silva,Lucas Meyer ↔ Mateo Silva","Mateo Silva ↔ Ahmed Hassan ↔ Anna Müller,Mateo Silva ↔ Jacob Green ↔ Pedro Alvarez,Mateo Silva ↔ Lina Svensson ↔ Omar Farouk",
Mateusz Kowalski,mateusz.kowalski@email.com,mateusz.kowalski,,,,"University of California, San Diego",Mathematics,"Problem sets, online tutorials",Statistician,Probability theory,6 miles,In Person,"University,Degree,Learning Habits",2,90,17,2,90,17,2,90,17,1,70,13,3,100,19,3,100,19,3,100,19,Visual,,540,,,,,,,,
Mateusz Zielinski,mateusz.zielinski@email.com,mateusz.zielinski,,,,"University of California, Berkeley",Engineering,"Hands-on projects, group work",Mechanical engineer,Thermodynamics,10 miles,In Person,"Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Mode",2,90,17,3,100,19,3,100,19,2,90,17,2,90,17,1,70,13,1,70,13,Kinesthetic,,540,"Mateusz Zielinski ↔ Mei Chen,Mateusz Zielinski ↔ Nadia Benali,Mateusz Zielinski ↔ Olivia Wilson,Mateusz Zielinski ↔ Omar Farouk,Mateusz Zielinski ↔ Pedro Alvarez,Mateusz Zielinski ↔ Samantha Evans,Mateusz Zielinski ↔ Samuel Mensah,Mateusz Zielinski ↔ Sibel Yilmaz,Mateusz Zielinski ↔ Sofia Garcia,Mateusz Zielinski ↔ Sofia Petrova,Mateusz Zielinski ↔ Tariq Aziz,Mateusz Zielinski ↔ Tomasz Nowak,Mateusz Zielinski ↔ Victoria Smith,Mateusz Zielinski ↔ Wei Zhang,Mateusz Zielinski ↔ Yuki Tanaka","Aaliyah Mohammed ↔ Mateusz Zielinski,Ahmed El-Sayed ↔ Mateusz Zielinski,Ahmed Hassan ↔ Mateusz Zielinski,Alexei Ivanov ↔ Mateusz Zielinski,Anna Müller ↔ Mateusz Zielinski,Aya Nakamura ↔ Mateusz Zielinski,Dariusz Kowalski ↔ Mateusz Zielinski,Diego Torres ↔ Mateusz Zielinski,Emily Brown ↔ Mateusz Zielinski,Ethan Johnson ↔ Mateusz Zielinski,Fatima Al-Farsi ↔ Mateusz Zielinski,Hana Kimura ↔ Mateusz Zielinski,Helena Costa ↔ Mateusz Zielinski,Ivan Horvat ↔ Mateusz Zielinski,Jacob Green ↔ Mateusz Zielinski,Kevin Nguyen ↔ Mateusz Zielinski,Leah Stein ↔ Mateusz Zielinski,Liam O'Connor ↔ Mateusz Zielinski,Lina Svensson ↔ Mateusz Zielinski,Linh Tran ↔ Mateusz Zielinski,Maria Rodriguez ↔ Mateusz Zielinski,Mateo Silva ↔ Mateusz Zielinski",,,,"Leah Stein ↔ Mateusz Zielinski,Mateusz Zielinski ↔ Sofia Garcia,Mateusz Zielinski ↔ Olivia Wilson,Anna Müller ↔ Mateusz Zielinski,Mateusz Zielinski ↔ Tomasz Nowak","Mateusz Zielinski ↔ Ethan Johnson ↔ Lucas Meyer,Mateusz Zielinski ↔ Lucas Meyer ↔ Wei Zhang,Mateusz Zielinski ↔ Aya Nakamura ↔ Lucas Meyer",
Matthias Engel,matthias.engel@email.com,matthias.engel,,,,"University of California, Berkeley",Physics,"Studies in libraries, prefers quiet",Become a professor,Struggles with electromagnetism,12 miles,Online,"University,Struggling Concepts,Meet-up Distance,Meet-up Mode",1,70,13,2,90,17,3,100,19,3,100,19,1,70,13,3,100,19,3,100,19,3,,530,Matthias Engel ↔ Samir Patel,,,,,,,
Max Müller,max.mueller@email.com,max.mueller,,,,University of Texas at Austin,Medicine,"Lab work, peer review",Surgeon,Struggles with anatomy,7 miles,Online,"Degree,Learning Habits,Struggling Concepts",3,100,22,2,90,20,2,90,20,3,100,22,1,70,16,0,0,0,0,0,0,2,,450,,,,,,,,
Maya Cohen,maya.cohen@email.com,maya.cohen,,,,Purdue University,Biology,"Lab work, field research",Ecologist,Ecosystem dynamics,10 miles,In Person,"University,Learning Habits,Career Trajectories",1,70,15,3,100,21,1,70,15,3,100,21,1,70,15,1,70,15,1,70,15,Kinesthetic,,480,"Maya Cohen ↔ Maya Sharma,Maya Cohen ↔ Mikhail Orlov,Maya Cohen ↔ Mina Hassan,Maya Cohen ↔ Mustafa Demir,Maya Cohen ↔ Noah Weber,Maya Cohen ↔ Oluwaseun Adeyemi,Maya Cohen ↔ Priya Patel,Maya Cohen ↔ Rashid Khan,Maya Cohen ↔ Ravi Kumar,Maya Cohen ↔ Samuel Lee,Maya Cohen ↔ Sana Qureshi,Maya Cohen ↔ Sophie Dubois,Maya Cohen ↔ Svetlana Ivanova,Maya Cohen ↔ Thiago Pereira,Maya Cohen ↔ Viktor Novak,Maya Cohen ↔ Yara Mansour,Maya Cohen ↔ Zara Ali","Ananya Singh ↔ Maya Cohen,Chinonso Okafor ↔ Maya Cohen,Elena Popova ↔ Maya Cohen,Grace Lee ↔ Maya Cohen,Hiroshi Sato ↔ Maya Cohen,Ivan Petrov ↔ Maya Cohen,Kwame Boateng ↔ Maya Cohen,Laila Rahman ↔ Maya Cohen,Leila Haddad ↔ Maya Cohen,Lucas Evans ↔ Maya Cohen,Mariam Habib ↔ Maya Cohen",,,,Maya Cohen ↔ Ravi Kumar,"Maya Cohen ↔ Hiroshi Sato ↔ Sara Ahmed,Maya Cohen ↔ Aisha Abdi ↔ Sophie Dubois,Maya Cohen ↔ Ava Thompson ↔ Fatoumata Diallo",
Maya Sharma,maya.sharma@email.com,maya.sharma,,,,"University of California, Berkeley",Biology,"Lab work, field research",Ecologist,Ecosystem dynamics,9 miles,In Person,"University,Learning Habits,Career Trajectories",1,70,15,3,100,21,1,70,15,3,100,21,1,70,15,1,70,15,1,70,15,Kinesthetic,,480,"Maya Sharma ↔ Mina Hassan,Maya Sharma ↔ Mustafa Demir,Maya Sharma ↔ Noah Weber,Maya Sharma ↔ Oluwaseun Adeyemi,Maya Sharma ↔ Priya Patel,Maya Sharma ↔ Rashid Khan,Maya Sharma ↔ Ravi Kumar,Maya Sharma ↔ Samuel Lee,Maya Sharma ↔ Sana Qureshi,Maya Sharma ↔ Sara Ahmed,Maya Sharma ↔ Sophie Dubois,Maya Sharma ↔ Svetlana Ivanova,Maya Sharma ↔ Thiago Pereira,Maya Sharma ↔ Viktor Novak,Maya Sharma ↔ Yara Mansour,Maya Sharma ↔ Zara Ali","Aisha Abdi ↔ Maya Sharma,Aisha Bello ↔ Maya Sharma,Ava Thompson ↔ Maya Sharma,Carlos Ramirez ↔ Maya Sharma,David Kim ↔ Maya Sharma,Emily Clark ↔ Maya Sharma,Fatoumata Diallo ↔ Maya Sharma,Hannah Müller ↔ Maya Sharma,Isabella Rossi ↔ Maya Sharma,Ivan Petrov ↔ Maya Sharma,Kwame Boateng ↔ Maya Sharma,Laila Rahman ↔ Maya Sharma,Leila Haddad ↔ Maya Sharma,Lucas Evans ↔ Maya Sharma,Mariam Habib ↔ Maya Sharma,Maya Cohen ↔ Maya Sharma",,,,"Ivan Petrov ↔ Maya Sharma,Grace Lee ↔ Maya Sharma,Maya Sharma ↔ Samuel Lee,Ananya Singh ↔ Maya Sharma,Laila Rahman ↔ Maya Sharma","Maya Sharma ↔ Emily Clark ↔ Mikhail Orlov,Maya Sharma ↔ Lucas Evans ↔ Mikhail Orlov,Maya Sharma ↔ Emily Clark ↔ Svetlana Ivanova",
Mei Chen,mei.chen@email.com,mei.chen,,,,Stanford University,Engineering,"Hands-on projects, group work",Mechanical engineer,Thermodynamics,10 miles,In Person,"Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Mode",2,90,17,3,100,19,3,100,19,2,90,17,2,90,17,1,70,13,1,70,13,Kinesthetic,,540,"Mei Chen ↔ Nadia Benali,Mei Chen ↔ Olivia Wilson,Mei Chen ↔ Omar Farouk","Aaliyah Mohammed ↔ Mei Chen,Ahmed El-Sayed ↔ Mei Chen,Ahmed Hassan ↔ Mei Chen,Alexei Ivanov ↔ Mei Chen,Anna Müller ↔ Mei Chen,Ava Williams ↔ Mei Chen,Aya Nakamura ↔ Mei Chen,Dariusz Kowalski ↔ Mei Chen,Diego Torres ↔ Mei Chen,Emily Brown ↔ Mei Chen,Ethan Johnson ↔ Mei Chen,Fatima Al-Farsi ↔ Mei Chen,Hana Kimura ↔ Mei Chen,Helena Costa ↔ Mei Chen,Ivan Horvat ↔ Mei Chen,Jacob Green ↔ Mei Chen,Kevin Nguyen ↔ Mei Chen,Leah Stein ↔ Mei Chen,Liam O'Connor ↔ Mei Chen,Lina Svensson ↔ Mei Chen,Linh Tran ↔ Mei Chen,Lucas Meyer ↔ Mei Chen,Maria Rodriguez ↔ Mei Chen,Mateo Silva ↔ Mei Chen,Mateusz Zielinski ↔ Mei Chen",,,,"Kevin Nguyen ↔ Mei Chen,Maria Rodriguez ↔ Mei Chen,Mei Chen ↔ Nadia Benali,Ahmed El-Sayed ↔ Mei Chen","Mei Chen ↔ Maria Rodriguez ↔ Tariq Aziz,Mei Chen ↔ Aaliyah Mohammed ↔ Maria Rodriguez,Mei Chen ↔ Maria Rodriguez ↔ Sofia Petrova",
Mei Lin,mei.lin@email.com,mei.lin,,,,University of Michigan – Ann Arbor,Chemistry,"Lab experiments, peer review",Chemical engineer,Polymer chemistry,11 miles,In Person,"University,Struggling Concepts,Meet-up Distance,Meet-up Mode",3,100,19,1,70,13,2,90,17,2,90,17,3,100,19,1,70,13,1,70,13,Kinesthetic,,520,,,,,,,,
Mia Johansson,mia.johansson@email.com,mia.johansson,,,,University of Miami,Environmental Science,"Fieldwork, collaborative projects",Environmental consultant,,5 miles,In Person,"University,Career Trajectories,Meet-up Distance",3,100,22,1,70,16,2,90,20,0,0,0,3,100,22,2,90,20,2,90,20,,,450,,,,,,,,
Mia Schneider,mia.schneider@email.com,mia.schneider,,,,Carnegie Mellon University,Computer Science,"Prefers group discussions, uses flashcards",Work in AI research,Struggles with algorithms,8 miles,Hybrid,"University,Degree,Learning Habits",2,90,17,2,90,17,1,70,13,2,90,17,3,100,19,3,100,19,3,100,19,2,,540,,Alex Kim ↔ Mia Schneider,,,,Alex Kim ↔ Mia Schneider,,
Mia Thomas,mia.thomas@email.com,mia.thomas,,,,Carnegie Mellon University,Chemistry,"Lab experiments, flashcards",Pharmacist,Organic chemistry,8 miles,Hybrid,"Learning Habits,Meet-up Distance,Other",2,90,18,1,70,14,1,70,14,3,100,20,1,70,14,2,90,18,2,90,18,Kinesthetic,,490,,,,,,,,
Mikhail Ivanov,mikhail.ivanov@email.com,mikhail.ivanov,,,,Stanford University,Engineering,"Lab work, group projects",Civil engineer,Structural mechanics,8 miles,Hybrid,"University,Degree,Struggling Concepts,Meet-up Mode",2,90,17,1,70,13,2,90,17,2,90,17,2,90,17,2,90,17,2,90,17,Visual,,520,,,,,,,,
Mikhail Orlov,mikhail.orlov@email.com,mikhail.orlov,,,,"University of California, Berkeley",Biology,"Lab work, field research",Ecologist,Ecosystem dynamics,9 miles,In Person,"University,Learning Habits,Career Trajectories",1,70,15,3,100,21,1,70,15,3,100,21,1,70,15,1,70,15,1,70,15,Kinesthetic,,480,,"Aisha Abdi ↔ Mikhail Orlov,Aisha Bello ↔ Mikhail Orlov,Ava Thompson ↔ Mikhail Orlov,Carlos Ramirez ↔ Mikhail Orlov,David Kim ↔ Mikhail Orlov,Emily Clark ↔ Mikhail Orlov,Fatoumata Diallo ↔ Mikhail Orlov,Hannah Müller ↔ Mikhail Orlov,Isabella Rossi ↔ Mikhail Orlov,Ivan Petrov ↔ Mikhail Orlov,Kwame Boateng ↔ Mikhail Orlov,Laila Rahman ↔ Mikhail Orlov,Leila Haddad ↔ Mikhail Orlov,Lucas Evans ↔ Mikhail Orlov,Mariam Habib ↔ Mikhail Orlov,Maya Cohen ↔ Mikhail Orlov",,,,"Emily Clark ↔ Mikhail Orlov,Lucas Evans ↔ Mikhail Orlov","Mikhail Orlov ↔ Ivan Petrov ↔ Maya Sharma,Mikhail Orlov ↔ Grace Lee ↔ Maya Sharma,Mikhail Orlov ↔ Maya Sharma ↔ Samuel Lee",
Mikhail Sokolov,mikhail.sokolov@email.com,mikhail.sokolov,,,,University of Michigan – Ann Arbor,Physics,"Lab experiments, theoretical analysis",Astrophysicist,Stellar evolution,6 miles,In Person,"Degree,Learning Habits,Struggling Concepts",2,90,17,3,100,19,1,70,13,2,90,17,2,90,17,3,100,19,3,100,19,Visual,,540,,,,,,,,
Mina Hassan,mina.hassan@email.com,mina.hassan,,,,University of Miami,Biology,"Lab work, field research",Ecologist,Ecosystem dynamics,10 miles,In Person,"University,Learning Habits,Career Trajectories",1,70,15,3,100,21,1,70,15,3,100,21,1,70,15,1,70,15,1,70,15,Kinesthetic,,480,,"Ananya Singh ↔ Mina Hassan,Elena Popova ↔ Mina Hassan,Grace Lee ↔ Mina Hassan,Hiroshi Sato ↔ Mina Hassan,Ivan Petrov ↔ Mina Hassan,Kwame Boateng ↔ Mina Hassan,Laila Rahman ↔ Mina Hassan,Leila Haddad ↔ Mina Hassan,Lucas Evans ↔ Mina Hassan,Mariam Habib ↔ Mina Hassan,Maya Cohen ↔ Mina Hassan,Maya Sharma ↔ Mina Hassan",,,,Isabella Rossi ↔ Mina Hassan,"Mina Hassan ↔ Carlos Ramirez ↔ Chinonso Okafor,Mina Hassan ↔ Chinonso Okafor ↔ Priya Patel,Mina Hassan ↔ Ava Thompson ↔ Chinonso Okafor",
Minh Nguyen,minh.nguyen@email.com,minh.nguyen,,,,Purdue University,Chemistry,"Lab experiments, peer review",Pharmacologist,Organic synthesis,13 miles,Hybrid,"University,Struggling Concepts,Meet-up Distance,Meet-up Mode",3,100,19,1,70,13,2,90,17,2,90,17,3,100,19,1,70,13,1,70,13,Kinesthetic,,520,,,,,,,,
Minh Tran,minh.tran@email.com,minh.tran,,,,Florida International University,Chemistry,"Lab experiments, peer review",Pharmacologist,Organic synthesis,13 miles,In Person,"University,Struggling Concepts,Meet-up Distance,Meet-up Mode",3,100,19,1,70,13,2,90,17,2,90,17,3,100,19,1,70,13,1,70,13,Kinesthetic,,520,,,,,,,,
Miriam Schulte,miriam.schulte@email.com,miriam.schulte,,,,University of Michigan – Ann Arbor,Law,"Case studies, mock trials",Human rights lawyer,Struggles with criminal law,12 miles,Hybrid,"University,Struggling Concepts,Meet-up Distance",0,0,0,2,90,20,3,100,22,3,100,22,1,70,15,3,100,22,3,100,22,2,,460,,,,,,,,
Mohamed Abdallah,mohamed.abdallah@email.com,mohamed.abdallah,Notes not provided,,,Purdue University,Biology,"Group study, flashcards",Research scientist,Genetics,8 miles,In Person,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode,Other",2,90,17,2,90,17,2,90,17,2,90,17,2,90,17,2,90,17,2,90,17,Visual,,540,,"Amina Yusuf ↔ Mohamed Abdallah,Andres Gomez ↔ Mohamed Abdallah,Arjun Desai ↔ Mohamed Abdallah,Benjamin Cohen ↔ Mohamed Abdallah,Gabriel Souza ↔ Mohamed Abdallah,Jamal Carter ↔ Mohamed Abdallah,Jin Park ↔ Mohamed Abdallah,Juan Martinez ↔ Mohamed Abdallah,Julia Nowak ↔ Mohamed Abdallah",,None,None,"Gabriel Souza ↔ Mohamed Abdallah,Jin Park ↔ Mohamed Abdallah","Mohamed Abdallah ↔ Amina Yusuf ↔ Marta Kowalczyk,Mohamed Abdallah ↔ Marta Kowalczyk ↔ Nour El-Din,Mohamed Abdallah ↔ Amina Yusuf ↔ Julia Nowak",
Mohamed El-Sayed,mohamed.elsayed@email.com,mohamed.elsayed,,,,Stanford University,Political Science,"Debates, essay writing",Policy advisor,Middle Eastern politics,9 miles,Hybrid,"Learning Habits,Struggling Concepts,Career Trajectories",2,90,17,3,100,19,3,100,19,2,90,17,2,90,17,1,70,13,1,70,13,Auditory,,540,,,,,,,,
Mohamed Hassan,mohamed.hassan@email.com,mohamed.hassan,,,,Purdue University,Political Science,"Debates, essay writing",Policy advisor,Middle Eastern politics,9 miles,Hybrid,"Learning Habits,Struggling Concepts,Career Trajectories",2,90,17,3,100,19,3,100,19,2,90,17,2,90,17,1,70,13,1,70,13,Auditory,,540,,,,,,,,
Mohammed Al-Mutairi,mohammed.almutairi@email.com,mohammed.almutairi,,,,"University of California, Los Angeles",Business Administration,"Case studies, presentations",Business consultant,Corporate finance,6 miles,Online,"Degree,Learning Habits,Struggling Concepts",2,90,17,3,100,19,1,70,13,2,90,17,2,90,17,3,100,19,3,100,19,Auditory,,540,,,,,,,,
Mohammed Hassan,mohammed.hassan@email.com,mohammed.hassan,Notes not provided,,,University of Miami,Biology,"Group study, flashcards",Research scientist,Genetics,8 miles,In Person,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode,Other",2,90,17,2,90,17,2,90,17,2,90,17,2,90,17,2,90,17,2,90,17,Visual,,540,,"Amina Yusuf ↔ Mohammed Hassan,Andres Gomez ↔ Mohammed Hassan,Arjun Desai ↔ Mohammed Hassan,Benjamin Cohen ↔ Mohammed Hassan,Gabriel Souza ↔ Mohammed Hassan,Jamal Carter ↔ Mohammed Hassan,Jin Park ↔ Mohammed Hassan,Juan Martinez ↔ Mohammed Hassan,Julia Nowak ↔ Mohammed Hassan,Marta Kowalczyk ↔ Mohammed Hassan",,None,None,"Julia Nowak ↔ Mohammed Hassan,Arjun Desai ↔ Mohammed Hassan,Benjamin Cohen ↔ Mohammed Hassan","Mohammed Hassan ↔ Amina Yusuf ↔ Julia Nowak,Mohammed Hassan ↔ Amina Yusuf ↔ Oscar Lindberg,Mohammed Hassan ↔ Jin Park ↔ Nia Williams",
Moritz Brandt,moritz.brandt@email.com,moritz.brandt,,,,Purdue University,Political Science,"Debate, policy analysis",Diplomat,Struggles with international law,4 miles,Online,"University,Learning Habits,Career Trajectories",0,0,0,2,90,19,2,90,19,3,100,21,3,100,21,3,100,21,3,100,21,2,,480,,,,,,,,
Moritz Frank,moritz.frank@email.com,moritz.frank,,,,Stanford University,Physics,"Research groups, problem solving",Astrophysicist,Struggles with quantum mechanics,9 miles,Hybrid,"University,Learning Habits,Career Trajectories",3,100,18,2,90,16,2,90,16,2,90,16,3,100,18,3,100,18,3,100,18,Visual,,570,,,,,,,,
Mustafa Demir,mustafa.demir@email.com,mustafa.demir,,,,University of Texas at Austin,Biology,"Lab work, field research",Ecologist,Ecosystem dynamics,10 miles,In Person,"University,Learning Habits,Career Trajectories",1,70,15,3,100,21,1,70,15,3,100,21,1,70,15,1,70,15,1,70,15,Kinesthetic,,480,,"Ananya Singh ↔ Mustafa Demir,Chinonso Okafor ↔ Mustafa Demir,Elena Popova ↔ Mustafa Demir,Grace Lee ↔ Mustafa Demir,Hiroshi Sato ↔ Mustafa Demir,Ivan Petrov ↔ Mustafa Demir,Kwame Boateng ↔ Mustafa Demir,Laila Rahman ↔ Mustafa Demir,Leila Haddad ↔ Mustafa Demir,Lucas Evans ↔ Mustafa Demir,Mariam Habib ↔ Mustafa Demir,Maya Cohen ↔ Mustafa Demir,Maya Sharma ↔ Mustafa Demir",,,,"Emily Clark ↔ Mustafa Demir,Elena Popova ↔ Mustafa Demir,Chinonso Okafor ↔ Mustafa Demir","Mustafa Demir ↔ Emily Clark ↔ Svetlana Ivanova,Mustafa Demir ↔ Emily Clark ↔ Grace Lee,Mustafa Demir ↔ Emily Clark ↔ Mikhail Orlov",
Nadia Benali,nadia.benali@email.com,nadia.benali,,,,"University of California, Los Angeles",Engineering,"Hands-on projects, group work",Mechanical engineer,Thermodynamics,9 miles,In Person,"Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Mode",2,90,17,3,100,19,3,100,19,2,90,17,2,90,17,1,70,13,1,70,13,Kinesthetic,,540,,"Aaliyah Mohammed ↔ Nadia Benali,Ahmed El-Sayed ↔ Nadia Benali,Ahmed Hassan ↔ Nadia Benali,Anna Müller ↔ Nadia Benali,Ava Williams ↔ Nadia Benali,Aya Nakamura ↔ Nadia Benali,Dariusz Kowalski ↔ Nadia Benali,Diego Torres ↔ Nadia Benali,Emily Brown ↔ Nadia Benali,Ethan Johnson ↔ Nadia Benali,Fatima Al-Farsi ↔ Nadia Benali,Hana Kimura ↔ Nadia Benali,Helena Costa ↔ Nadia Benali,Ivan Horvat ↔ Nadia Benali,Jacob Green ↔ Nadia Benali,Kevin Nguyen ↔ Nadia Benali,Leah Stein ↔ Nadia Benali,Liam O'Connor ↔ Nadia Benali,Lina Svensson ↔ Nadia Benali,Linh Tran ↔ Nadia Benali,Lucas Meyer ↔ Nadia Benali,Maria Rodriguez ↔ Nadia Benali,Mateo Silva ↔ Nadia Benali,Mateusz Zielinski ↔ Nadia Benali,Mei Chen ↔ Nadia Benali",,,,"Alexei Ivanov ↔ Nadia Benali,Diego Torres ↔ Nadia Benali,Ethan Johnson ↔ Nadia Benali,Ahmed Hassan ↔ Nadia Benali,Lina Svensson ↔ Nadia Benali,Mei Chen ↔ Nadia Benali","Nadia Benali ↔ Alexei Ivanov ↔ Dariusz Kowalski,Nadia Benali ↔ Ahmed Hassan ↔ Olivia Wilson,Nadia Benali ↔ Mateo Silva ↔ Olivia Wilson",
Nia Nkosi,nia.nkosi@email.com,nia.nkosi,,,,University of Michigan – Ann Arbor,Biology,"Lab experiments, field research",Marine biologist,Marine ecosystems,8 miles,Hybrid,"Learning Habits,Meet-up Distance,Other",2,90,17,3,100,19,1,70,13,3,100,19,1,70,13,2,90,17,2,90,17,Auditory,,520,,Fatou Bâ ↔ Nia Nkosi,,,,,,
Nia Williams,nia.williams@email.com,nia.williams,Notes not provided,,,Stanford University,Biology,"Group study, flashcards",Research scientist,Genetics,8 miles,In Person,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode,Other",2,90,17,2,90,17,2,90,17,2,90,17,2,90,17,2,90,17,2,90,17,Visual,,540,,"Amina Yusuf ↔ Nia Williams,Andres Gomez ↔ Nia Williams,Arjun Desai ↔ Nia Williams,Benjamin Cohen ↔ Nia Williams,Gabriel Souza ↔ Nia Williams,Jamal Carter ↔ Nia Williams,Jin Park ↔ Nia Williams,Juan Martinez ↔ Nia Williams,Julia Nowak ↔ Nia Williams,Marta Kowalczyk ↔ Nia Williams",,None,None,"Jin Park ↔ Nia Williams,Amina Yusuf ↔ Nia Williams,Andres Gomez ↔ Nia Williams","Nia Williams ↔ Amina Yusuf ↔ Julia Nowak,Nia Williams ↔ Amina Yusuf ↔ Oscar Lindberg,Nia Williams ↔ Julia Nowak ↔ Mohammed Hassan",
Niklas Fiedler,niklas.fiedler@email.com,niklas.fiedler,,,,California Institute of Technology (Caltech),Medicine,"Flashcards, group quizzes",Surgeon,Struggles with surgery,8 miles,Hybrid,"Degree,Struggling Concepts,Meet-up Distance",3,100,19,2,90,17,2,90,17,3,100,19,1,70,13,1,70,13,1,70,13,3,,520,,,,,,,,
Nikolai Petrov,nikolai.petrov@email.com,nikolai.petrov,,,,Carnegie Mellon University,Physics,"Lab experiments, theoretical analysis",Astrophysicist,Stellar evolution,6 miles,In Person,"Degree,Learning Habits,Struggling Concepts",2,90,17,3,100,19,1,70,13,2,90,17,2,90,17,3,100,19,3,100,19,Visual,,540,,,,,,,,
Nina Schäfer,nina.schafer@email.com,nina.schafer,,,,Carnegie Mellon University,Geology,"Field trips, sample analysis",Geologist,Struggles with mineralogy,6 miles,Hybrid,"University,Learning Habits,Struggling Concepts,Meet-up Mode",1,70,15,3,100,22,3,100,22,3,100,22,0,0,0,2,90,20,2,90,20,2,,460,,,,,,,,
Noah Carter,noah.carter@email.com,noah.carter,,,,Carnegie Mellon University,Philosophy,"Enjoys Socratic seminars, group debates",Philosophy professor,,6 miles,Hybrid,"University,Degree,Learning Habits,Meet-up Mode",2,90,21,3,100,24,1,70,17,0,0,0,2,90,21,1,70,17,1,70,17,,,420,,,,,,,,
